id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","What questions do you still have about TEEs, if any? (medical)",How much would knowing the answers to these questions change your willingness to participate in the medical study?,"TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","What questions do you still have about TEEs, if any? (IoT)",How much would knowing the answers to these questions change your willingness to purchase the voice assistant/light bulb?,"TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN_S1,EXPLN_S2,EXPLN_S3,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
362,Completely confident,R_16wgPFeQY0NPQ53,Completely confident,Determine where to build a new hospital,,Maybe would,,Completely safe,Same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,How do you protect my data?,Definitely would not change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,"No, but I have been in the past",,Yes,,No,,No,,"Yes, and I use the smart features",,"No, I don’t own smart devices",,35-44 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Hardware,Technical,Prevents,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0
363,Completely confident,R_7M3Zc7KLSXX9O5W,Completely confident,Determine where to build a new hospital,,Would not,,Not at all safe,"How does one completely isolate an application from the rest of the machine? Nothing is completely safe from malware, even a VM can't be considered ""safe"" if there is malware on the host machine.",Probably would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Would not,,Not at all safe,same. And why does it need my name and address?,Definitely would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Completely confident,Somewhat confident,Somewhat safe,No,,Yes,,Yes,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","I've never heard of them but after looking them up they aren't as bad as I first thought, I still wouldn't trust them in either of these scenarios.",Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1
364,Somewhat confident,R_13xuE5GNf2JJEil,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Regarding this I would want to know if TEEs comply with HIPAA regulations in any way and should my data somehow be seen by others outside that small group of researchers will it be noted so that I can see who saw my data?,Probably would not change,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,I want to now how I can be alerted whenever there is a new exploit of a TEE that my data is on.  I want to know how I can see a list of all my data and what TEE's it is sitting on.  Then when a TEE is exploited I will be notified independently instead of having to wait until whatever vendor decides to come clean.,Probably would change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Yes,,"No, but I have been in the past",,No,I have over 30 years coding expierence but no degree.,No,,"No, but I have been in the past",I spent a couple years writing code for a couple large insurance companies so that their case management operations would comply with HIPAA.  But no medical training or knowledge.,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,45-54 years old,Male,,White or Caucasian,,High school diploma or GED,"I understand what a TEE is supposed to do but I don't trust them to keep out rogue employees or even the general public.  The way I see the most insecure thing in the world is the ""cloud"" where more often than not the majority of the tools and coding libraries used are in a permanent beta state.  Even if a certain tool is not, it most likely has multiple instances of beta software used somewhere in its pipeline.  The releases of software don't catalog that so there is no way for the TEE vendor to see that release 123.47A that came out 4 months ago and relied on Library A, which relied on Library B which relied on Libraries C and D.  And library D was just exploited and phones home and does it unnoticed by security enhanced Intel CPUs which defeats the TEE running an Intel box.

I know that is complicated but it is true.  The easiest way to hack into anything is to write awesome open-source code and give it away!  Tons if it with tons and tons of releases.  New features every day!!!  With nightly builds being released on literally tens of thousands of popular coding libraries, the exploit surface is so huge that addressing this issue by trying to reduce the surface area is pointless.  Best to learn how to respond once exploited.",Medical-Complex,IoT-Simple,0,Trust,Technical,Prevents,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1
365,Completely confident,R_70SIg23NLBVBEcr,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,How long will they support TEE backing up security on this data?,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,What backup plans they have if their primary means of security doesn't work.,Definitely would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,No,,"No, but I have been in the past",,No,,Yes; as a participant,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,Asian,,Bachelor’s degree,It was an interesting and thought-provoking study.,Medical-Simple,IoT-Complex,0,Hardware,Technical,No Prevents,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
366,Somewhat confident,R_3CQrBEz8fEcNiw6,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,What does it mean by it is isolated from the rest of the computer?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,18-24 years old,Female,,Asian,,High school diploma or GED,,Medical-Complex,IoT-Complex,0,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
367,Completely confident,R_7Hqe7JPGG7cNPli,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Is a TEE like a computer inside the computer?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,Black or African American,,Bachelor’s degree,,Medical-Complex,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
368,Somewhat confident,R_6ivgHix2AxgSYql,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,Asian,,Bachelor’s degree,,Medical-Complex,IoT-Simple,1,Trust,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
369,Not at all confident,R_7q1MvLK7Rko7t3L,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Not at all confident,Somewhat confident,Somewhat safe,Not at all confident,Smart voice assistant,,Maybe would,,Somewhat safe,none,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Not at all confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,"No, but I have in the past",,"No, I don’t own smart devices",,18-24 years old,Female,,Black or African American,,"Some college, but no degree",,Medical-Complex,IoT-Complex,0,Hardware,Technical,Prevents,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0
370,Somewhat confident,R_71bEiLkH2Ced7hb,Somewhat confident,Determine where to build a new hospital,,Would not,,Somewhat safe,same,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Definitely would,,Somewhat safe,Can a TEE be hacked?,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Simple,0,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
371,Somewhat confident,R_3t07r1quZc1v4to,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Not at all confident,Smart voice assistant,,Maybe would,,Somewhat safe,"Maybe I misunderstood the last example because I was under the assumption that the medical records would not be on any connected device - I can understand how that would be safer. With this type of assistant, there can be no such isolation, so I am not really sure how it would work or if I even understood how the last system would work",,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,Prefer not to say,,"Some college, but no degree",,Medical-Simple,IoT-Complex,1,Hardware,Untechnical,No Prevents,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1
372,Somewhat confident,R_7OP4JUwUmknxejD,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,Same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Not at all safe,None,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,Yes,,Yes; as a researcher,,No,,"Yes, but I don’t use the smart features",,"No, I don’t own smart devices",,18-24 years old,Female,,Black or African American,,"Some college, but no degree",No,Medical-Complex,IoT-Complex,0,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,Completely confident,R_5cefft3ISAPiv8a,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Who created the TTEs? What Country is involved? Who protects the TEEs?,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Complex,1,Hardware,Untechnical,Prevents,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
374,Somewhat confident,R_3KTIKy0avXC3lTz,Somewhat confident,Determine where to build a new hospital,,Would not,,Somewhat safe,i would just really need to investigate further,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,45-54 years old,Male,,White or Caucasian,,"Some college, but no degree",nope thanks!,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,No Prevents,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
375,Somewhat confident,R_3CBp9tl687TwfTG,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Somewhat safe,i don't completely understand them at a technical level but i think that's fine.,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Yes,,"No, but I have been in the past",,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,"White or Caucasian,Black or African American",,"Some college, but no degree",,Medical-Complex,IoT-Complex,0,Trust,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,Completely confident,R_5mcRMgdEXgL8S9b,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Female,,Black or African American,,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1
377,Somewhat confident,R_6uNInlwmD7VVslq,Somewhat confident,Determine where to build a new hospital,,Would not,,Somewhat safe,Can it be breeched,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Would not,,Not at all safe,Same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a participant,,Yes,,No,,"No, I don’t own smart devices",,25-34 years old,Female,,"White or Caucasian,Black or African American",,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
378,Completely confident,R_5MJQziAhHwxJMF4,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,I'd want to know which TEE is being used and which (if any) certification they have.,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,same,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,Yes,,Yes,,Yes,,Yes; as a participant,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Simple,1,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,Not at all confident,R_6BwEcvXvAncvHgP,Completely confident,Determine where to build a new hospital,,Definitely would,,Somewhat safe,"The paragraph about TEEs claims *that* they work, but goes into very little detail about *how* they work, so as far as I know it could just be fiction. I don't know what ""area of the physical computer"" actually means. Is there a second set of RAM with an independent CPU or something? That's what it sounds like, but I'm having trouble wrapping my head around it. How does the TEE protect the data ""even when other software on the computer is behaving maliciously""? The program running in the TEE is separated from the rest of the machine, somehow, but the data is still on a drive connected to the rest of the system, right? So if there's malware on the system, couldn't it access the data? Is the data encrypted, and the decryption happening in the TEE? That would be my best guess as to how that makes sense. The software recording data to the drive would also have to be run from the TEE though. I don't know, I just don't get it.",Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,Completely confident,Smart voice assistant,,Definitely would,,Somewhat safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,No,,Yes,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Male,,Black or African American,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",I kind of wish the survey had asked whether I actually believed the claims made about TEEs. I'm still not 100% sure the description was trustworthy.,Medical-Simple,IoT-Complex,1,Hardware,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,Somewhat confident,R_34MiGZ6AucyINvg,Somewhat confident,Determine where to build a new hospital,,Would not,,Not at all safe,"I guess my question is why couldn’t you just survey people or some thing, there are ways these things got done before taking everybody’s data",Definitely would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Not at all safe,Somewhat confident,Smart light bulb,,Maybe would,,Not at all safe,How many people are on the list of those who are trusted to see the info,Probably would not change,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Not at all confident,Not at all confident,Not at all safe,No,,No,,No,,Yes; as a researcher,Freelance editing of med articles ,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",No comments ,Medical-Simple,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
381,Somewhat confident,R_6LiiJYglqGp76UZ,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,How is the area of the computer protected? And who is an authorized person?,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,Same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a researcher,,Yes,,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",N/a,Medical-Simple,IoT-Complex,1,Hardware,Untechnical,Prevents,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0
382,Somewhat confident,R_7OPJoJmvKnfHP1P,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,How does the TEE ensure the security of my data during transmission and storage?,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Completely confident,Completely confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,Same.,Probably would change,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Completely confident,Completely confident,Somewhat safe,No,,No,,No,,No,,"No, but I have been in the past",,"No, but I have in the past",,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Simple,1,Trust,Untechnical,Prevents,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
383,Somewhat confident,R_678pfnbHoadOzjd,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,Probably would change,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Not at all safe,Somewhat confident,Smart light bulb,,Would not,,Not at all safe,What will the company do when the corrupt government and their fellow agencies approach them wanting access to different individuals' devices as a way to control them?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,White or Caucasian,,Associates or technical degree,,Medical-Simple,IoT-Simple,0,Unsubstantial,Technical,Prevents,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
384,Completely confident,R_1n65J64IcWJ5Zd8,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,N/A,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,"If I wanted a copy of my information, how would they track down and transfer that information to me?",Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,18-24 years old,Female,,"White or Caucasian,Asian",,Bachelor’s degree,,Medical-Simple,IoT-Simple,0,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
385,Completely confident,R_6GxMjiI4QrqqYl3,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart voice assistant,,Definitely would,,Somewhat safe,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,Yes,,Yes; as a participant,,Yes,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Complex,0,Trust,Technical,No Prevents,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0
386,Somewhat confident,R_7StiuCeKPvoOP7P,Somewhat confident,Determine where to build a new hospital,,Would not,,Not at all safe,There are always twisted people who lie about how safe your information really is. They will sell it to anyone.,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Not at all safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,Same but it is not medical related so it doesn't scare me as much.,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,White or Caucasian,,Bachelor’s degree,"No, thank you :)",Medical-Simple,IoT-Complex,1,Hardware,Untechnical,Prevents,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
387,Completely confident,R_7qDKectFyYVT8ZP,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,How could data be exported from a TEE. Is it possible to remove the data with physical media.,Probably would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Definitely would,,Somewhat safe,What restrictions on access or data portability are placed on the researchers?,Probably would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,Yes,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,Black or African American,,Bachelor’s degree,Thank you for allowing me to participate ,Medical-Complex,IoT-Complex,1,Unsubstantial,Technical,No Prevents,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
